旗鷹,酒各,晩豚,辺徒勺(圷),
002517.SZ,磊哂利大,20180209,21.35,
002517.SZ,磊哂利大,20180212,21.35,
002517.SZ,磊哂利大,20180213,21.35,
002517.SZ,磊哂利大,20180214,21.35,
002517.SZ,磊哂利大,20180222,21.35,
002517.SZ,磊哂利大,20180223,21.35,
002517.SZ,磊哂利大,20180226,21.35,
002517.SZ,磊哂利大,20180227,21.35,
002517.SZ,磊哂利大,20180228,21.35,
002517.SZ,磊哂利大,20180301,21.35,
002517.SZ,磊哂利大,20180302,21.35,
002517.SZ,磊哂利大,20180305,21.35,
002517.SZ,磊哂利大,20180306,19.8,
002517.SZ,磊哂利大,20180307,19.55,
002517.SZ,磊哂利大,20180308,19.38,
002517.SZ,磊哂利大,20180309,20.1,
002517.SZ,磊哂利大,20180312,21.18,
002517.SZ,磊哂利大,20180313,20.83,
002517.SZ,磊哂利大,20180314,20.18,
002517.SZ,磊哂利大,20180315,20,
002517.SZ,磊哂利大,20180316,20,
002517.SZ,磊哂利大,20180319,19.79,
002517.SZ,磊哂利大,20180320,19.56,
002517.SZ,磊哂利大,20180321,19.35,
002517.SZ,磊哂利大,20180322,19.27,
002517.SZ,磊哂利大,20180323,17.34,
002517.SZ,磊哂利大,20180326,16.89,
