іъ¬л,Љт≥∆,»’∆Џ, ’≈ћЉџ(‘™),
603116.SH,Їмтят—,20171228,15.29,
603116.SH,Їмтят—,20171229,15.42,
603116.SH,Їмтят—,20180102,15.5,
603116.SH,Їмтят—,20180103,15.5,
603116.SH,Їмтят—,20180104,15.68,
603116.SH,Їмтят—,20180105,15.59,
603116.SH,Їмтят—,20180108,15.58,
603116.SH,Їмтят—,20180109,15.63,
603116.SH,Їмтят—,20180110,15.42,
603116.SH,Їмтят—,20180111,15.48,
603116.SH,Їмтят—,20180112,15.49,
603116.SH,Їмтят—,20180115,15.1,
603116.SH,Їмтят—,20180116,15.23,
603116.SH,Їмтят—,20180117,15.29,
603116.SH,Їмтят—,20180118,15.41,
603116.SH,Їмтят—,20180119,15.51,
603116.SH,Їмтят—,20180122,15.54,
603116.SH,Їмтят—,20180123,15.57,
603116.SH,Їмтят—,20180124,15.58,
603116.SH,Їмтят—,20180125,15.53,
603116.SH,Їмтят—,20180126,15.52,
603116.SH,Їмтят—,20180129,15.64,
603116.SH,Їмтят—,20180130,16.12,
603116.SH,Їмтят—,20180131,15.89,
603116.SH,Їмтят—,20180201,15.08,
603116.SH,Їмтят—,20180202,14.69,
603116.SH,Їмтят—,20180205,14.55,
603116.SH,Їмтят—,20180206,13.72,
603116.SH,Їмтят—,20180207,13.92,
603116.SH,Їмтят—,20180208,14.12,
603116.SH,Їмтят—,20180209,13.8,
603116.SH,Їмтят—,20180212,14.12,
603116.SH,Їмтят—,20180213,14.07,
603116.SH,Їмтят—,20180214,14.1,
603116.SH,Їмтят—,20180222,14.28,
603116.SH,Їмтят—,20180223,14.31,
603116.SH,Їмтят—,20180226,14.49,
603116.SH,Їмтят—,20180227,14.41,
603116.SH,Їмтят—,20180228,14.37,
603116.SH,Їмтят—,20180301,14.51,
603116.SH,Їмтят—,20180302,14.43,
603116.SH,Їмтят—,20180305,14.41,
603116.SH,Їмтят—,20180306,14.55,
603116.SH,Їмтят—,20180307,14.38,
603116.SH,Їмтят—,20180308,14.49,
603116.SH,Їмтят—,20180309,14.72,
603116.SH,Їмтят—,20180312,14.82,
603116.SH,Їмтят—,20180313,14.68,
603116.SH,Їмтят—,20180314,14.63,
603116.SH,Їмтят—,20180315,14.53,
603116.SH,Їмтят—,20180316,14.53,
603116.SH,Їмтят—,20180319,14.55,
603116.SH,Їмтят—,20180320,14.57,
603116.SH,Їмтят—,20180321,14.58,
603116.SH,Їмтят—,20180322,14.74,
603116.SH,Їмтят—,20180323,13.83,
603116.SH,Їмтят—,20180326,13.99,
